Source,Target,Weight
1515,12518,7
1515,4096,2
1515,17686,3
1515,22040,2
1515,11890,3
1515,4432,1
1515,6143,9
1515,5406,4
1515,4809,6
1515,17826,4
1515,11185,2
1515,9970,6
1515,1749,6
1515,11977,4
1515,8178,1
1515,6213,1
1515,14090,5
1515,15419,5
1515,21225,7
1517,3103,8
1517,2532,5
1517,3852,11
1517,4031,5
1517,3241,5
1517,5589,4
1517,18638,8
1517,19964,3
1517,19621,3
1517,4118,6
1517,12774,4
1517,20162,5
1517,19268,9
1517,21274,9
1517,14703,8
1517,3074,7
1517,4296,1
1517,5525,8
1517,6398,6
1517,20516,5
1517,4527,5
1517,4917,2
1517,11850,4
1517,6706,3
1517,11473,3
1517,17591,8
1517,5165,4
1517,8062,5
1517,6147,4
1517,19127,8
1517,5082,9
1517,7355,7
1517,5010,8
1517,4751,4
1517,4401,5
1517,9813,11
1517,19525,8
1517,21324,2
1517,7800,10
1517,15908,3
1517,21681,10
1517,18235,8
1517,16103,3
1517,21236,8
1517,13140,8
1517,16105,5
1517,13922,6
1517,7288,3
1517,7978,4
1517,9034,9
1517,9641,11
1517,3981,6
1517,18869,6
1517,4077,3
1517,20168,6
1517,13408,2
1517,11248,2
1517,12025,4
1517,3885,6
1517,14016,6
1517,7919,8
1517,12745,4
1517,1618,7
1517,9567,4
1517,2160,2
1517,20037,9
1517,18167,6
1517,20889,4
1517,2864,8
1517,11349,3
1517,9996,8
1517,13074,5
1517,2872,2
1517,18539,3
1517,18624,4
1517,15416,10
1517,21087,9
1517,5317,3
1517,8795,4
1517,7606,8
1523,16733,2
1524,4536,2
1524,18484,1
1524,21038,4
1524,6702,4
1524,19391,3
1525,11003,2
1525,8221,2
1526,11623,4
1526,12679,3
1527,9050,8
1532,15410,1
1532,15544,5
1532,4211,2
1532,20049,5
1532,21176,3
1532,2882,2
1532,6113,2
1532,11663,3
1532,6933,3
1532,14340,2
1532,12965,4
1532,7503,3
1532,19050,4
1532,12038,5
1532,16779,2
1534,15989,3
1534,21549,3
1540,8634,7
1540,2385,5
1540,21830,7
1541,14855,1
1542,14471,2
1542,17340,1
1542,21907,2
1542,2159,2
1542,18422,1
1542,8893,1
1542,16001,1
1542,17214,1
1542,16427,2
1542,9164,1
1542,11946,2
1542,21491,2
1542,3070,2
1542,7670,2
1542,7357,1
1542,22110,2
1542,16111,3
1542,17437,2
1542,3160,1
1542,3906,1
1542,15878,2
1542,9363,1
1542,10995,2
1543,7329,2
1546,4025,3
1546,16748,5
1546,4296,1
1547,9777,3
1547,4587,5
1547,5611,2
1547,9458,2
1547,2466,3
1547,17067,4
1547,16014,3
1547,16628,3
1547,20415,1
1547,18465,4
1548,6020,4
1548,14168,1
1548,11511,5
1548,6929,5
1548,16716,3
1548,18155,2
1548,14107,3
1548,19906,4
1548,12286,4
1548,18198,3
1548,7713,4
1548,7948,3
1548,2551,2
1548,19011,3
1548,4730,6
1548,15629,4
1548,20415,5
1548,20009,5
1555,12309,1
1555,14297,2
1555,13385,2
1556,14950,6
1556,20415,4
1558,10625,4
1558,12837,3
1558,11375,4
1559,10181,7
1559,3517,6
1559,3857,12
1559,16099,10
1559,9593,6
1559,18729,4
1559,14103,8
1559,14588,7
1561,2470,3
1561,3741,3
1562,6288,4
1562,5186,4
1565,2435,3
1565,13782,4
1565,2470,3
1565,3741,2
1565,10904,3
1565,18008,5
1565,16166,3
1569,21268,8
1569,10808,7
1569,18145,9
1569,7146,6
1569,5436,5
1569,18567,6
1572,20219,2
1572,7035,8
1572,15218,6
1575,3730,2
1576,4887,5
1576,12031,3
1576,16472,4
1576,19946,4
1576,20012,3
1576,3022,2
1576,19189,7
1576,19731,4
1579,2296,3
1579,16057,5
1582,12075,3
1582,18910,2
1582,18056,6
1582,6892,9
1582,18072,4
1582,3489,3
1582,2181,3
1582,4236,4
1582,6376,7
1582,12163,5
1582,16106,6
1582,2344,2
1582,3319,3
1582,6164,5
1582,5475,3
1582,2664,8
1582,16998,10
1582,10788,8
1582,14257,5
1582,20086,2
1582,12555,6
1582,7369,5
1582,6208,1
1585,1886,3
1585,4879,7
1585,11536,9
1585,11451,11
1585,22001,7
1585,17476,10
1585,11494,5
1585,15771,3
1585,15673,10
1585,7880,11
1585,18115,10
1585,16903,1
1585,20934,5
1585,17126,9
1585,6471,8
1585,16864,7
1585,19264,1
1585,16246,3
1585,13364,8
1585,14077,11
1585,15872,5
1585,8587,8
1585,2554,6
1585,20875,3
1587,14994,2
1587,16809,3
1587,15719,9
1587,14973,10
1587,6848,4
1587,7268,5
1587,2317,5
1590,7280,3
1592,22267,1
1592,20618,1
1592,4990,3
1592,3738,2
1592,18097,1
1592,22426,3
1592,4821,2
1592,3026,1
1592,3802,2
1592,11191,3
1593,19151,2
1593,20807,6
1593,3477,5
1597,7768,3
1597,9197,2
1597,2270,1
1597,5208,2
1597,14650,2
1598,20359,6
1598,10370,3
1598,14937,9
1598,3993,7
1598,2113,1
1598,5156,3
1598,2089,7
1598,16547,1
1601,21325,6
1601,20935,6
1601,19163,4
1601,11999,8
1602,13551,4
1602,17639,2
1602,8985,1
1602,13776,4
1602,9716,2
1602,13053,3
1602,11663,2
1602,6933,3
1602,15808,3
1602,12965,4
1602,8204,3
1602,15544,3
1602,8413,2
1602,7867,2
1602,7076,3
1602,2058,3
1602,5785,2
1602,16779,3
1602,15472,3
1602,17740,2
1602,7602,3
1602,8395,4
1602,21176,3
1602,14628,2
1602,4211,2
1602,3838,3
1602,20556,1
1602,6914,2
1602,14591,3
1602,12593,4
1602,2208,4
1602,15410,1
1602,17065,4
1602,3676,4
1602,16972,2
1602,16623,2
1602,9030,2
1602,10978,4
1602,2378,4
1602,11102,3
1602,8434,3
1602,20488,1
1602,22435,1
1604,16394,2
1604,3026,3
1604,3802,2
1605,16663,3
1605,11556,1
1605,11454,1
1608,8094,3
1612,6253,3
1612,18155,3
1612,3974,4
1612,22352,2
1613,19341,2
1613,9578,3
1613,2700,1
1613,2316,2
1613,7365,2
1613,18009,2
1613,13851,2
1613,18688,2
1613,3221,2
1613,4489,2
1613,15947,1
1613,20674,1
1613,15839,2
1613,20778,2
1613,2348,2
1613,8018,1
1613,16786,3
1613,15870,1
1613,5117,1
1613,5045,2
1613,15351,2
1616,5795,3
1616,9000,2
1618,4077,2
1618,2160,2
1618,2532,4
1618,2864,11
1618,3074,9
1618,3103,6
1618,3241,3
1618,3885,11
1618,3981,5
1618,4401,4
1618,4031,5
1618,5589,10
1618,18638,6
1618,19964,5
1618,19621,4
1618,5858,4
1618,4118,6
1618,12774,5
1618,11454,2
1618,20162,2
1618,19268,6
1618,14703,11
1618,22092,1
1618,5525,11
1618,6398,8
1618,20516,5
1618,4527,9
1618,4917,2
1618,11850,2
1618,6706,3
1618,11473,11
1618,17591,7
1618,5165,5
1618,20524,1
1618,8062,7
1618,7978,5
1618,19127,12
1618,5082,11
1618,7355,10
1618,9996,9
1618,11137,3
1618,4751,9
1618,9813,8
1618,19525,7
1618,21324,2
1618,12745,5
1618,7800,12
1618,21681,12
1618,18235,12
1618,21236,3
1618,16105,3
1618,11329,5
1618,13922,8
1618,7288,4
1618,13140,12
1618,9034,6
1618,9641,10
1618,18869,9
1618,20168,7
1618,13408,2
1618,15630,2
1618,11248,4
1618,12025,6
1618,14016,6
1618,7919,4
1618,4675,2
1618,9567,6
1618,20037,8
1618,18167,7
1618,3047,4
1618,20889,3
1618,5010,8
1618,5925,4
1618,21274,6
1618,13074,6
1618,18539,4
1618,18624,2
1618,15416,7
1618,21087,8
1618,5317,6
1618,8795,10
1618,7606,9
1620,8164,6
1620,12420,2
1620,17516,3
1620,13257,2
1620,12640,3
1620,3240,7
1620,12257,3
1620,8945,2
1620,17686,3
1620,9211,7
1620,19017,3
1620,2503,5
1620,18603,5
1620,11507,3
1620,6390,8
1620,7917,1
1620,17079,1
1620,20817,3
1620,10253,2
1620,17320,3
1620,5870,3
1620,15251,2
1620,21219,9
1620,15373,2
1620,17995,2
1620,21438,2
1620,6326,7
1620,17807,3
1620,20281,8
1620,21489,3
1620,16972,3
1620,13849,3
1620,18905,3
1620,11102,4
1620,7602,3
1621,12617,2
1621,19203,2
1621,20617,1
1624,4654,2
1624,11589,3
1624,21419,3
1624,3155,2
1624,18097,2
1624,2146,2
1624,17066,1
1624,7152,2
1624,8386,2
1627,6358,4
1627,7308,4
1627,9049,2
1627,12290,3
1627,3956,3
1627,7093,4
1627,9301,4
1627,20031,3
1627,14509,2
1627,13747,2
1627,1985,4
1627,14521,1
1627,5049,3
1632,18056,3
1632,6019,3
1635,16213,3
1635,5532,6
1635,10963,5
1642,11447,4
1642,9765,3
1642,15396,3
1642,6654,2
1642,15062,7
1642,18070,4
1643,4535,4
1643,2508,3
1643,19494,3
1643,11297,5
1643,15025,3
1646,14850,6
1651,16883,3
1651,11531,4
1652,4862,4
1653,20948,3
1653,1907,3
1653,2719,4
1653,4677,3
1653,2051,3
1653,8422,7
1653,14426,4
1656,20128,3
1656,5156,5
1656,6528,4
1656,12297,4
1656,3084,2
1656,8621,3
1656,5595,3
1656,21586,2
1656,4072,5
1659,4296,3
1659,3875,2
1659,13991,2
1661,2399,4
1661,13276,2
1661,22158,3
1661,12507,3
1661,20158,3
1663,6869,3
1663,7528,2
1663,11055,3
1663,1945,2
1664,20001,1
1666,14697,8
1666,6595,6
1667,5685,6
1668,7645,6
1668,2043,2
1668,19783,4
1668,19512,2
1668,10560,9
1668,12579,7
1668,14282,7
1668,10657,5
1668,10043,9
1668,12227,5
1668,11969,5
1668,4195,5
1668,17120,3
1668,11807,5
1668,6634,2
1668,12587,8
1668,7570,5
1668,1796,6
1668,9255,5
1668,7493,3
1668,6302,1
1668,17128,1
1668,2624,3
1668,12492,1
1668,3777,7
1668,4549,1
1668,6991,4
1668,10216,3
1668,1752,6
1668,2455,7
1668,21803,4
1668,12619,6
1668,1759,8
1668,12511,4
1668,10500,4
1668,5155,2
1668,1940,7
1668,3175,3
1668,12480,3
1668,6646,3
1668,21556,6
1668,10510,4
1668,6580,6
1668,8070,7
1668,22025,8
1668,17248,1
1668,21226,5
1668,12483,5
1668,15537,5
1668,2557,6
1668,11492,2
1668,20198,6
1668,4405,3
1668,9368,6
1668,16010,5
1668,11149,1
1668,5736,9
1668,13232,4
1668,20499,8
1668,19053,5
1668,7816,8
1668,2680,3
1668,2746,6
1668,12738,6
1668,5473,6
1668,16828,6
1668,18561,6
1668,15208,6
1668,8675,3
1668,12112,7
1668,15124,3
1668,4506,3
1668,7050,3
1668,4954,3
1668,5482,5
1668,9055,6
1668,21860,7
1668,18423,3
1668,2764,8
1668,11179,3
1668,15567,5
1668,6185,3
1668,6834,5
1668,4646,4
1668,19416,3
1668,2246,5
1668,9149,7
1668,2610,6
1668,3143,3
1668,9816,7
1668,7477,4
1668,5501,3
1669,15657,1
1670,20708,7
1676,10808,5
1676,8342,3
1681,5902,5
1681,13417,6
1682,4021,6
1684,7618,4
1684,16749,2
1686,10232,2
1689,19220,1
1689,9712,6
1689,4232,2
1689,4755,1
1689,13173,2
1689,9330,2
1689,18862,2
1689,13049,6
1689,20706,2
1689,9869,6
1689,17804,2
1689,3290,6
1689,10760,1
1689,19881,2
1689,18976,3
1689,18064,3
1689,10953,3
1689,17620,3
1689,6781,2
1689,13801,3
1689,20027,3
1689,6556,1
1689,18942,1
1689,7914,2
1689,6904,3
1689,10579,2
1689,6395,1
1689,9566,2
1689,16322,2
1689,4423,6
1689,8419,2
1689,20636,2
1689,12513,1
1689,16835,2
1689,19602,1
1689,9081,1
1689,15700,3
1689,11480,1
1689,4084,1
1689,22317,2
1689,17635,1
1689,11560,2
1689,11268,3
1689,2922,2
1689,9045,2
1689,16762,1
1691,13551,3
1691,18090,3
1691,17639,2
1691,8985,1
1691,6474,4
1691,13776,5
1691,2488,4
1691,13053,5
1691,11143,2
1691,11663,3
1691,11970,1
1691,19702,3
1691,10697,1
1691,3813,3
1691,5785,4
1691,17121,5
1691,12965,4
1691,12124,1
1691,21280,1
1691,12300,4
1691,11408,2
1691,8687,2
1691,3711,1
1691,3423,3
1691,21846,1
1691,8910,2
1691,10860,1
1691,10978,4
1691,11102,4
1691,16608,1
1691,4419,3
1691,13261,3
1691,4910,3
1691,14628,3
1691,4211,1
1691,7602,2
1691,16128,2
1691,6320,1
1691,6914,4
1691,20837,4
1691,11387,1
1691,21631,2
1691,14591,2
1691,12593,4
1691,3838,4
1691,2282,5
1691,21771,1
1691,4738,4
1691,3676,4
1691,16972,1
1691,17740,3
1691,14264,3
1691,5848,2
1691,7473,1
1691,5577,2
1691,5995,1
1691,4967,4
1691,20785,1
1691,11833,1
1691,22173,1
1691,7983,1
1691,20488,1
1692,9515,4
1692,4000,6
1692,14969,5
1692,3300,6
1692,15362,5
1692,20167,8
1692,22403,3
1692,18782,6
1692,15644,8
1692,21614,7
1692,15199,6
1695,10555,3
1695,11999,3
1696,18460,2
1696,22082,2
1696,10599,3
1696,12843,3
1696,13298,4
1696,17134,5
1696,8187,3
1698,11183,9
1698,6178,11
1698,20741,10
1698,12318,6
1699,12592,10
1699,19261,4
1699,12252,6
1705,15612,2
1705,8255,6
1705,10368,2
1705,21325,6
1705,19117,4
1705,12404,1
1705,17434,2
1705,12106,7
1705,7703,6
1705,5122,2
1707,10562,2
1707,4792,3
1707,11387,2
1707,11842,2
1707,9119,5
1707,7983,7
1707,20299,3
1707,11833,4
1707,4743,5
1708,21922,3
1714,6120,5
1714,15184,5
1714,9171,1
1715,19998,2
1715,5646,4
1715,4777,2
1715,17490,2
1715,4625,4
1715,15446,4
1716,2379,4
1719,2235,6
1719,3905,9
1719,4219,5
1719,8260,9
1719,16445,10
1719,9710,2
1719,16832,2
1719,13975,7
1719,12984,6
1719,12518,4
1719,17532,7
1719,11499,12
1719,17670,9
1719,17191,5
1719,20663,5
1719,15748,9
1719,18952,1
1719,19752,10
1719,21799,6
1719,22386,6
1719,13257,9
1719,20338,6
1721,16816,3
1721,17127,2
1721,6013,4
1721,13838,3
1721,6054,1
1721,16711,4
1721,3966,3
1721,18648,4
1721,3610,3
1721,13133,6
1721,14125,4
1721,9462,1
1721,5678,4
1721,20334,2
1721,8268,1
1721,19273,4
1721,10111,1
1721,8739,3
1721,4357,2
1721,19263,4
1723,11712,3
1727,18276,1
1727,18155,1
1727,3601,2
1727,11514,1
1727,19386,2
1727,18425,2
1727,13267,1
1727,14650,1
1727,6818,1
1727,17574,2
1727,8856,1
1727,8348,1
1727,20394,2
1727,8018,1
1727,8219,2
1727,19527,1
1727,13950,2
1730,4810,3
1730,20949,8
1730,5395,1
1730,14398,2
1730,2743,6
1730,17831,2
1730,14490,3
1730,11114,9
1730,9882,5
1732,19302,2
1732,16809,3
1734,6838,7
1734,15741,3
1734,11003,4
1734,11825,6
1734,5448,5
1734,3282,2
1741,11544,5
1741,3768,4
1741,3785,2
1741,4477,1
1741,17228,4
1741,2745,3
1741,20248,3
1741,3063,4
1741,11992,5
1741,7937,4
1741,12874,4
1741,10828,4
1741,15632,4
1741,19329,4
1741,2040,4
1741,11911,5
1741,16210,4
1741,16015,2
1741,8151,4
1741,16668,5
1741,12252,2
1741,18207,5
1741,7086,4
1741,21490,3
1741,3385,4
1741,4648,4
1749,2875,4
1749,12749,3
1749,2760,1
1749,15419,4
1749,8178,2
1749,10550,2
1749,4096,5
1749,13001,3
1749,18290,3
1752,7645,4
1752,10510,2
1752,21803,4
1752,18561,2
1752,10043,3
1752,2746,3
1752,2246,3
1752,10500,4
1752,2610,4
1752,10216,1
1752,9368,3
1752,9816,3
1752,20499,4
1752,10650,9
1752,2455,3
1752,9255,2
1753,14127,7
1753,6745,7
1753,11264,7
1756,17196,4
1756,4556,4
1756,13997,2
1756,11037,3
1756,21395,2
1756,2211,2
1758,21989,4
1758,13417,7
1758,9508,7
1758,17892,3
1758,20199,7
1758,20186,3
1758,4150,4
1758,19718,5
1759,7645,5
1759,2043,4
1759,15567,5
1759,10510,5
1759,21803,8
1759,19053,4
1759,13966,6
1759,18561,6
1759,10500,6
1759,2610,7
1759,9368,3
1759,9816,4
1759,9255,5
1762,19343,9
1762,20741,10
1762,21529,12
1763,16444,4
1763,18089,4
1763,6462,2
1763,21803,3
1763,9247,4
1763,15781,5
1763,16967,5
1763,10715,2
1763,3391,4
1763,12716,2
1763,12615,5
1763,17332,2
1763,21860,4
1763,12587,3
1763,22201,3
1763,12406,5
1764,18349,9
1764,1764,22
1764,5850,7
1764,15819,8
1765,3466,7
1765,1999,6
1765,20092,2
1765,7776,4
1765,16587,6
1765,2335,4
1765,5206,1
1765,20086,3
1765,20178,6
1765,7763,2
1765,6804,2
1765,17674,2
1765,11340,2
1765,20528,4
1765,21191,1
1765,19967,6
1765,14257,2
1765,6376,3
1777,1807,2
1777,9795,1
1778,21549,2
1784,14170,2
1784,14650,2
1786,17337,2
1786,2056,3
1786,1929,1
1786,12484,3
1786,18707,2
1786,14025,4
1787,21550,4
1787,13302,3
1787,7761,2
1789,2558,1
1789,15371,3
1789,15839,5
1789,16716,2
1789,8348,2
1789,2316,2
1789,17586,2
1789,8574,2
1789,5045,3
1789,15351,3
1789,2051,2
1789,20415,3
1789,3221,2
1789,20730,3
1789,8663,3
1790,6557,3
1790,11502,2
1790,17441,2
1790,16532,3
1791,3963,3
1791,6895,3
1791,16368,3
1791,2252,3
1792,14858,2
1792,17930,4
1792,22309,3
1792,17585,3
1794,17264,3
1796,2455,6
1796,2746,7
1796,3175,2
1796,15003,6
1796,7050,4
1796,8070,4
1796,9255,5
1796,10500,6
1796,12587,6
1796,21226,4
1796,19783,5
1796,21860,7
1796,16010,5
1796,15567,4
1796,15208,4
1796,19053,5
1796,17120,4
1796,22025,6
1798,18090,2
1798,19702,2
1798,19119,3
1798,16676,2
1798,15385,2
1798,14628,4
1798,11013,4
1798,2058,2
1798,2882,2
1798,18919,1
1801,15467,4
1801,19995,3
1801,17864,1
1801,18021,4
1801,10387,3
1803,13555,12
1803,22385,9
1803,8443,8
1803,4187,9
1803,16036,4
1803,2337,7
1803,3081,5
1803,10586,5
1803,14207,6
1803,3862,7
1803,14128,5
1803,12812,5
1803,21863,7
1803,2890,5
1803,9514,9
1803,19922,4
1803,20900,11
1803,12929,9
1803,16431,5
1803,10395,9
1803,10973,13
1803,12833,11
1803,4265,5
1803,13206,7
1803,5948,6
1803,13791,7
1803,14169,8
1803,8855,8
1803,13503,7
1803,14804,5
1803,14622,9
1803,2897,5
1803,4760,11
1803,19658,5
1803,9109,6
1804,3379,4
1804,7715,3
1804,7683,2
1806,11710,4
1806,11514,5
1806,12308,4
1806,16716,6
1806,11149,6
1806,20415,6
1806,14650,3
1806,8348,4
1806,14799,3
1806,19386,3
1806,6818,5
1807,9795,3
1807,4583,1
1809,18864,4
1809,18591,3
1815,14806,5
1821,17178,1
1821,17835,3
1821,6206,1
1822,12585,1
1828,18759,4
1828,13370,3
1828,7936,3
1828,3819,3
1828,10020,3
1828,17921,3
1829,5034,3
1829,16809,3
1829,15210,5
1829,9644,5
1829,3473,4
1829,19302,4
1829,19213,2
1829,17790,1
1829,14973,3
1829,3177,3
1829,7268,4
1830,4726,3
1830,7776,4
1830,8158,8
1830,12381,7
1830,8656,1
1830,5999,3
1830,4293,3
1830,19937,3
1830,10919,3
1830,11355,3
1830,19049,1
1830,16211,3
1830,13075,2
1830,20215,4
1834,3769,1
1834,8621,2
1834,4319,2
1834,18353,3
1834,7090,2
1834,2238,1
1834,11413,1
1834,16814,3
1834,17477,2
1834,3993,2
1834,18483,1
1834,6550,2
1840,11424,7
1840,3785,1
1840,8134,3
1840,8288,2
1840,2745,2
1840,21768,7
1840,15735,8
1840,8659,5
1840,18468,3
1840,6940,3
1840,20510,5
1840,8902,5
1840,2149,5
1840,14368,3
1840,19133,8
1841,8821,3
1844,16911,1
1844,17441,1
1844,13494,2
1844,11948,1
1850,17475,7
1850,13667,5
1850,2134,6
1850,5835,5
1850,9033,3
1850,17158,4
1850,5369,7
1850,17893,6
1850,22198,4
1850,7156,3
1850,10894,4
1850,6653,3
1850,17127,3
1850,7400,4
1850,14672,4
1850,18648,5
1850,14239,5
1850,2019,3
1850,2131,5
1852,2603,4
1852,17577,9
1852,3577,12
1859,21517,1
1859,14560,2
1859,2882,1
1859,2004,1
1859,15021,1
1859,21523,2
1859,3648,3
1859,22389,3
1859,9958,4
1859,19583,3
1859,4325,4
1859,13482,3
1859,8240,1
1859,14817,1
1859,9512,2
1859,17883,3
1859,21566,2
1859,19803,3
1859,13235,1
1859,6925,3
1860,5444,4
1860,2925,1
1860,8353,5
1860,11158,2
1860,12493,1
1860,4357,4
1860,11150,5
1860,16462,6
1860,4296,3
1860,12853,2
1860,16885,7
1864,8369,3
1864,9317,2
1864,12957,1
1864,19420,1
1866,18017,12
1866,19781,1
1866,5663,2
1866,19033,1
1866,3398,2
1866,15653,4
1866,4473,2
1866,17037,1
1866,11274,2
1866,2771,2
1866,15784,1
1866,20385,3
1866,22305,2
1866,14891,3
1866,1936,1
1870,7341,1
1872,14435,9
1872,2754,6
1872,15839,1
1872,18369,2
1872,11469,3
1872,4653,5
1872,5967,2
1872,15435,7
1872,14503,5
1872,3529,3
1872,3465,6
1873,14834,3
1873,15683,13
1873,15657,4
1873,12331,8
1874,5945,2
1874,6931,5
1874,9744,6
1874,16464,5
1878,8762,2
1878,6254,3
1878,4644,3
1878,7728,4
1878,17405,3
1878,10944,3
1881,9769,3
1881,18056,3
1881,14257,3
1881,13825,3
1881,12507,1
1881,2664,3
1882,2282,1
1882,13645,2
1882,16203,3
1882,22401,2
1882,4813,3
1882,16128,2
1882,12872,3
1882,9263,2
1882,20624,4
1882,21631,1
1882,21280,2
1882,3838,1
1882,9706,2
1882,4738,1
1882,7813,3
1882,5356,2
1882,2983,2
1882,16972,1
1882,6823,2
1882,10018,3
1882,11102,1
1882,4109,1
1882,3891,2
1882,15957,2
1885,4965,3
1885,10259,5
1885,14426,3
1885,7365,1
1885,3856,3
1885,21586,3
1885,21307,2
1886,17126,4
1886,4879,3
1886,11536,4
1886,22001,2
1886,17476,5
1886,8325,7
1886,11494,10
1886,18969,2
1886,7880,4
1886,18583,3
1886,16864,7
1886,19264,7
1886,6471,5
1886,2554,11
1886,13302,3
1886,8279,3
1886,12078,4
1886,17933,12
1886,18115,3
1886,19718,2
1886,16246,8
1886,16340,1
1887,7271,4
1887,7222,4
1887,16974,2
1887,3140,3
1887,18355,3
1887,9719,3
1887,7767,3
1887,16901,3
1887,21078,1
1887,7822,3
1887,4718,3
1893,2470,1
1893,3741,1
1893,3980,1
1898,15921,6
1898,11659,4
1898,18427,3
1899,2548,6
1899,19302,3
1899,17381,2
1899,16809,2
1899,14973,10
1902,5854,3
1902,17092,2
1902,10024,1
1903,5889,2
1903,10814,1
1903,2278,2
1903,17495,3
1903,10995,4
1903,16226,2
1903,2159,2
1903,17056,2
1903,12116,2
1903,22404,4
1903,11719,2
1903,3171,1
1903,17214,1
1903,16427,2
1903,9164,2
1903,3878,2
1903,4818,3
1903,21491,2
1903,11585,1
1903,3070,1
1903,16336,1
1903,7357,3
1903,22110,3
1903,8893,3
1903,22100,1
1903,17437,1
1903,5699,3
1903,12783,3
1903,18338,3
1903,8045,4
1903,8351,3
1903,9363,3
1903,15928,3
1903,19930,3
1903,16001,3
1904,4048,3
1904,18896,1
1904,20596,3
1905,2603,3
1905,3577,5
1905,4443,3
1905,4517,7
1905,5156,1
1905,11015,2
1905,14229,3
1905,17577,3
1905,18421,3
1905,20899,3
1905,21004,2
1906,5786,2
1906,15991,1
1906,12168,2
1906,14275,2
1906,19498,1
1906,9181,4
1906,2571,1
1907,3990,4
1907,20948,4
1907,13866,1
1907,8851,2
1907,10396,3
1907,12783,1
1907,14123,3
1907,19147,4
1907,14426,5
1907,17056,1
1907,18797,2
1907,3402,4
1907,5439,2
1907,21684,1
1907,2719,3
1907,2051,3
1907,6393,3
1907,21491,1
1907,6799,5
1907,13341,4
1907,15839,1
1907,8351,1
1907,22427,4
1907,4609,1
1907,8882,2
1907,18977,5
1907,8787,2
1907,19894,2
1907,14531,3
1907,7418,3
1907,14334,3
1907,16264,4
1907,10292,2
1907,12208,3
1907,21498,1
1907,4653,1
1909,11424,2
1909,5844,2
1909,6940,2
1909,2040,1
1909,14368,1
1909,14862,2
1909,12988,3
1909,2149,3
1909,22111,3
1909,13134,3
1909,11992,2
1909,16337,2
1909,11546,2
1909,19091,2
1910,6297,3
1910,8026,1
1910,14902,1
1910,20415,4
1910,11054,3
1910,14650,2
1916,3322,3
1916,12533,8
1919,5946,2
1919,6793,7
1919,11454,3
1919,19341,3
1919,15839,4
1919,13715,2
1920,16742,6
1920,11808,4
1920,21404,3
1920,20361,6
1920,2653,5
1920,14870,7
1923,22181,2
1924,15964,8
1924,16702,3
1924,9578,11
1924,2700,8
1924,2348,9
1924,3221,3
1924,3335,6
1924,18990,6
1925,3026,4
1925,4465,4
1925,6384,3
1925,7870,2
1925,9257,2
1925,12344,4
1928,9569,1
1928,19899,1
1928,2609,1
1928,15839,1
1928,2466,1
1929,17337,2
1929,9143,3
1929,2056,3
1929,12484,3
1929,14025,3
1929,6558,2
1930,6818,3
1930,17569,2
1931,17103,3
1931,9304,3
1931,16643,5
1931,4269,3
1931,6442,1
1931,8492,2
1931,13287,3
1931,21399,2
1931,13557,2
1931,7804,3
1931,6198,4
1931,17991,3
1931,14722,1
1936,19781,4
1936,5248,3
1936,11535,3
1936,5663,4
1936,6156,3
1936,19892,2
1936,15784,3
1936,2386,2
1936,2771,3
1936,11274,2
1936,12047,2
1936,18945,1
1936,4497,3
1936,20385,3
1936,17037,3
1936,14891,1
1936,8411,2
1936,22085,4
1936,5335,3
1936,19033,1
1936,3398,3
1936,14462,2
1936,15653,3
1936,5600,2
1936,10362,2
1936,4397,3
1936,3613,1
1936,22305,1
1936,19738,1
1936,15231,2
1939,2515,2
1939,5601,3
1939,6357,3
1939,17949,3
1939,17098,3
1939,18487,2
1939,20000,5
1939,17021,6
1940,7645,6
1940,21226,9
1940,9368,3
1940,7050,2
1940,10043,8
1940,2455,9
1940,10500,4
1940,9816,6
1940,12587,11
1940,9255,2
1940,15567,4
1940,20499,5
1940,21803,5
1940,15003,9
1940,2610,8
1940,2746,9
1940,2246,4
1940,9149,5
1940,19053,6
1940,10061,2
1940,18561,4
1940,15208,5
1940,10510,3
1941,7635,4
1941,7233,5
1941,11640,3
1941,13889,4
1942,22366,3
1945,3379,2
1945,3517,1
1945,6869,3
1945,7683,2
1945,7528,2
1945,14293,1
1945,13943,3
1945,14385,1
1945,12012,2
1948,8196,3
1948,15287,5
1948,2989,3
1948,4130,5
1948,21842,6
1948,17358,3
1948,5332,4
1948,9054,3
1948,3352,4
1948,5596,3
1948,18938,4
1950,2505,3
1950,6020,2
1950,19906,3
1950,21041,2
1950,15608,3
1950,7133,3
1950,6929,2
1950,3243,2
1950,7713,3
1951,18978,7
1951,17468,2
1951,3208,8
1951,11999,4
1951,20935,4
1952,12158,5
1952,9810,4
1953,21491,3
1953,18819,2
1953,21012,3
1953,3070,1
1953,9363,3
1953,8486,2
1953,7357,2
1953,17340,3
1953,22100,2
1953,8893,2
1953,16805,1
1953,3160,1
1953,22110,2
1953,16001,4
1953,16427,1
1953,17214,1
1953,17437,2
1953,3878,4
1953,4818,3
1953,15878,3
1954,19531,1
1954,14845,3
1954,18349,3
1954,18713,2
1955,13592,7
1958,14247,1
1958,16147,6
1961,2487,3
1965,6395,1
1965,4232,1
1965,4108,2
1965,8239,2
1965,8419,1
1965,18976,3
1965,20636,1
1965,17620,1
1965,11560,3
1965,2922,1
1965,20521,1
1965,12513,3
1966,7537,5
1966,9230,3
1967,16587,3
1967,10275,1
1967,6376,4
1967,2664,3
